Status,website,regions,category,collection,title,Retail Price,Min Price,Promo Price,details.size,sqft/box,boxes per pallet,Country of Origin,Wood Species / Type,Profile / Joint Type,details.species,details.profile,Plank Thickness,Plank Width,Brand Name,details.wear layer,Stock,details.shade,details.color variation,details.temperature,details.relative humidity,details.edge,details.installation,details.step size (mm),details.riser size (mm),details.side return size (mm),description,image1,image2,image3,image4,image5,url,accessories,documents.specification sheet,documents.installation sheet,documents.care & maintenance,documents.do's & don'ts,documents.warranty,details.no. of sets / box,details.no. of sets / pallet,details.iic,details.stc,details.high noise reduction ratings,details.thickness,details.roll size,documents.maintenance,documents.technical data,documents.environmental credentials,details.sound transmission test,details.impact insulation test,details.model,details.color name,details.ac rating,details.core,details.surfaces,details.anti abrasion,details.packaging,details.joint system,details.warranty,details.radiant heat application,details.certificates,documents.maintenance and care guideline,documents.installation,documents.test report of formaldehyde,documents.formaldehyde emissionstexting introduction,documents.carb ii certification 2024,documents.floor score certification 2024,documents.floor score 2024 renewal certification assessment,documents.fsc certification,details.finish,details.grade,details.texture,details.boxes per pallet,details.lock system,details.width,details.weight per box (lbs),details.sqft per box,details.wear layer thickness (mils),details.sound conduction,image0,tags,details.material,details.stair tread available
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Barbados,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/barbados475669.jpg,floorsatwork.com/uploads/products/barbados.jpg,,,,https://floorsatwork.com/barbados.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Bermuda,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/bermuda876873.jpg,floorsatwork.com/uploads/products/bermuda.jpg,,,,https://floorsatwork.com/bermuda.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Cancun,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/cancun.jpg,,,,,https://floorsatwork.com/cancun.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Cuba,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/cuba888781.jpg,floorsatwork.com/uploads/products/cuba.jpg,,,,https://floorsatwork.com/cuba.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Dominica,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/dominica746273.jpg,floorsatwork.com/uploads/products/dominica.jpg,,,,https://floorsatwork.com/dominica.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Haiti,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/haiti877654.jpg,floorsatwork.com/uploads/products/haiti.jpg,,,,https://floorsatwork.com/haiti.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Hawaii,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/hawaii701165.jpg,floorsatwork.com/uploads/products/hawaii.jpg,,,,https://floorsatwork.com/hawaii.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Jamaica,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/jamaica.jpg,,,,,https://floorsatwork.com/jamaica.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Lisbon,5.99,5.79,,7.5'' x 18mm x RL,23.44,40,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/lisbon.jpg,,,,,https://floorsatwork.com/lisbon.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,St. Kitts,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/st-kitts106981.jpg,floorsatwork.com/uploads/products/st-kitts.jpg,,,,https://floorsatwork.com/st-kitts.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,St. Lucia,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/st-lucia152145.jpg,floorsatwork.com/uploads/products/st-lucia.jpg,,,,https://floorsatwork.com/st-lucia.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,St Maarten,5.99,5.79,,7.5'' x 18mm x RL,23.31,45,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/st-maarten169921.jpg,floorsatwork.com/uploads/products/st-maarten.jpg,,,,https://floorsatwork.com/st-maarten.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Torino,5.99,5.79,,7.5'' x 18mm x RL,23.44,40,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/torino965675.jpg,floorsatwork.com/uploads/products/torino.jpg,,,,https://floorsatwork.com/torino.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF 18mm Regal Collection,Venice,5.99,5.79,,7.5'' x 18mm x RL,23.44,40,China,White Oak,T&G,Engineered,White Oak,"3/4""","7"" - 7 1/2""",NAF,,,,,,,,,,,,,floorsatwork.com/uploads/products/venice458153.jpg,floorsatwork.com/uploads/products/venice.jpg,,,,https://floorsatwork.com/venice.html,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",floorsatwork.com/uploads/categories/18mm-regal-collection.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection904592.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection003039.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection713227.pdf,floorsatwork.com/uploads/categories/18mm-regal-collection061442.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,American Oak Arctic Elegance,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,American Oak,T&G,American Oak,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956622451.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1170-Arctic-Elegance-1200x600-1.jpg,,,,https://twelveoaks.ca/product/arctic-elegance/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,American Oak Frozen Horizon,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,American Oak,T&G,American Oak,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956630621.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1168-Frozen-Horizon-1200x600-1.jpg,,,,https://twelveoaks.ca/product/frozen-horizon/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,Maple Icelandic Sea,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,Maple,T&G,Maple,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956616271.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1172-Icelandic-Summer-1200x600-1.png,,,,https://twelveoaks.ca/product/icelandic-sea/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,American Oak Icy Mirage,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,American Oak,T&G,American Oak,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956630981.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1167-Icy-Mirage-1200x600-1.jpg,,,,https://twelveoaks.ca/product/icy-mirage/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,American Oak Midnight Sun,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,American Oak,T&G,American Oak,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956618991.png,twelveoaks.ca/wp-content/uploads/2023/08/16956635451.png,,,,https://twelveoaks.ca/product/midnight-sun/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,Hickory Nordic Summer,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,Hickory,T&G,Hickory,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956614601.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1173-Hickory-Nordic-Summer-1200x600-1.jpg,,,,https://twelveoaks.ca/product/nordic-summer/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,Scandinavian Living,American Oak Polar Oak,6.82,6.6,,"3/4"" x 7-1/2"" x 75"" R.L",23.5,40,China,American Oak,T&G,American Oak,Tongue and Groove,"3/4""","7"" - 7 1/2""",12 Oaks,,,Light Natural,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2023/08/16956623041.png,twelveoaks.ca/wp-content/uploads/2023/08/ENG1169-Polar-Oak-1200x600-1.jpg,,,,https://twelveoaks.ca/product/polar-oak/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2023/07/Engineered-Care-Maintenance-FV20230320.pdf,twelveoaks.ca/wp-content/uploads/2023/07/Tech-Spec_Scandinavian_20230627.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,Wishbone,White Oak Joyous Ride,5.89,5.59,,"1/2"" x 4-3/4"" x 23-3/4""",28,32,China,White Oak,T&G,White Oak,Tongue and Groove,"1/2""","4 3/4""",12 Oaks,,,Light Grey,Medium,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2022/01/ENG801-White-Oak-Joyous-Ride-2.jpg,twelveoaks.ca/wp-content/uploads/2022/01/ENG801-White-Oak-Joyous-Ride-1-1.jpg,,,,https://twelveoaks.ca/product/white-oak-joyous-ride/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2022/08/Engineered-Care-Maintenance-FV2016.pdf,twelveoaks.ca/wp-content/uploads/2022/04/Wishbone-Tech-Spec_Wishbone.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,Wishbone,White Oak Lucid Dream,5.89,5.59,,"1/2"" x 4-3/4"" x 23-3/4""",28,32,China,White Oak,T&G,White Oak,Tongue and Groove,"1/2""","4 3/4""",12 Oaks,,,Medium Brown,Low,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,twelveoaks.ca/wp-content/uploads/2022/02/ENG803-White-Oak-Lucid-Dream_Product.png,twelveoaks.ca/wp-content/uploads/2022/02/ENG803-White-Oak-Lucid-Dream-Room.png,,,,https://twelveoaks.ca/product/white-oak-lucid-dream/,,,twelveoaks.ca/wp-content/uploads/2023/11/Engineered-Installation-20230905.pdf,,,twelveoaks.ca/wp-content/uploads/2024/04/Engineered-Warranty-20240424.pdf,,,,,,,,twelveoaks.ca/wp-content/uploads/2022/08/Engineered-Care-Maintenance-FV2016.pdf,twelveoaks.ca/wp-content/uploads/2022/04/Wishbone-Tech-Spec_Wishbone.pdf,twelveoaks.ca/wp-content/uploads/2023/08/TwelveOaks_2023_SCS-FS-03707_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
