Status,website,regions,category,Brand Name,Stock,collection,title,Retail Price,Min Price,Promo Price,description,image1,image2,image3,image4,image5,url,sqft/box,details.roll size,details.packaging,boxes per pallet,Country of Origin,Wood Species / Type,Profile / Joint Type,details.profile,details.joint system,details.lock system,details.weight per box (lbs),details.size,,,(in progress) Plank Length,Plank Thickness,Plank Width,Wear Layer,details.wear layer thickness (mils),details.shade,details.color variation,details.color name,details.temperature,details.relative humidity,details.edge,details.installation,details.step size (mm),details.riser size (mm),details.side return size (mm),accessories,documents.specification sheet,documents.installation sheet,documents.care & maintenance,documents.do's & don'ts,documents.warranty,details.iic,details.stc,details.high noise reduction ratings,documents.technical data,documents.environmental credentials,details.sound transmission test,details.impact insulation test,details.model,details.ac rating,details.core,details.surfaces,details.anti abrasion,details.warranty,details.radiant heat application,details.certificates,documents.test report of formaldehyde,documents.formaldehyde emissionstexting introduction,documents.carb ii certification 2024,documents.floor score certification 2024,documents.floor score 2024 renewal certification assessment,documents.fsc certification,details.finish,details.grade,details.texture,details.sound conduction,tags,details.stair tread available
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,Lisbon,5.99,5.79,,,https://docs.google.com/thumbnail?id=1IuXCJlv0X6x7AugnYyX4hJBWnCYQBssy,,,,,https://floorsatwork.com/lisbon.html,23.44,,,40,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,St. Kitts,5.99,5.79,,,https://docs.google.com/thumbnail?id=18gVHC9Jc_zR2jyfGxmfRNWDYkp0KIyG9,https://docs.google.com/thumbnail?id=1T4kMwTKC5WnXCdvaLyKLDOyJRWOAPzis,,,,https://floorsatwork.com/st-kitts.html,23.31,,,45,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,St. Lucia,5.99,5.79,,,https://docs.google.com/thumbnail?id=1NSMpXKN6evbnzvqqzQ013ILv8txETnIj,https://docs.google.com/thumbnail?id=1C0W7ckU3gTO7yaoUw2b8LlmU68QUpZJ1,,,,https://floorsatwork.com/st-lucia.html,23.31,,,45,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,St Maarten,5.99,5.79,,,https://docs.google.com/thumbnail?id=1kF6khk_5BYGpJ7u6csdiPp321TlUqc0d,https://docs.google.com/thumbnail?id=1rv4yKUmdTuA-lO5IPKgynm1nkBz7rKaX,,,,https://floorsatwork.com/st-maarten.html,23.31,,,45,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,Torino,5.99,5.79,,,https://docs.google.com/thumbnail?id=1ZG-GJ8eb1ZylmzrMJCJRMHbMVGWyLK5K,https://docs.google.com/thumbnail?id=1olQQt4JiAmHesThDIToW7VSzumPHp-Es,,,,https://floorsatwork.com/torino.html,23.44,,,40,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Engineered Hardwood,NAF,,NAF 18mm Regal Collection,Venice,5.99,5.79,,,https://docs.google.com/thumbnail?id=1dQX7Gn8xC3cZM_V4MVUWmmx2eKn_Axxc,https://docs.google.com/thumbnail?id=1OfpLezQpB_MT5NbTNhcR8DZdm7tbX4hD,,,,https://floorsatwork.com/venice.html,23.44,,,40,China,White Oak,T&G,,,,,,,, RL,"3/4""","7"" - 7 1/2""",,,,,,,,,,,,,"Eng Hwd Stairnose (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection.jpeg,Eng Hwd Reducer (Flush): floorsatwork.com/uploads/categories/18mm-regal-collection798501.jpeg,Eng Hwd T-Molding (Overlap): floorsatwork.com/uploads/categories/18mm-regal-collection669286.jpeg",https://drive.google.com/uc?export=download&id=1ArGRl_iQdru1ClxXwIIDKgYyvsU8M7e5,https://drive.google.com/uc?export=download&id=1bHf-ECjNu0rMfxcQUQOcyvS452kqGvhS,https://drive.google.com/uc?export=download&id=1kWRvJgM-BDc90798Atq1SrcuhziAWGt3,https://drive.google.com/uc?export=download&id=1bfvFZLcqDcFVGL3b0CXC9xffh8gjX10a,https://drive.google.com/uc?export=download&id=17qm8SEkIlmvD_7UNH2a3Ck4vUhOEqqaW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,American Oak Arctic Elegance,6.82,6.6,,,https://docs.google.com/thumbnail?id=1SNKeHuUYgQP_Ht1A1BBxeafLWL-dhIv1,https://docs.google.com/thumbnail?id=1ZF0uRyIm68z0-5MEgo4UE5xOo2RQ5cgh,,,,https://twelveoaks.ca/product/arctic-elegance/,23.5,,,40,China,American Oak,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,American Oak Frozen Horizon,6.82,6.6,,,https://docs.google.com/thumbnail?id=1_KQgpw-WdgsHVMciozXLU-Yt4g4V6QDD,https://docs.google.com/thumbnail?id=1uwpnaautmcCWr9fywBa1vLyO6hvH1Ji8,,,,https://twelveoaks.ca/product/frozen-horizon/,23.5,,,40,China,American Oak,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,Maple Icelandic Sea,6.82,6.6,,,https://docs.google.com/thumbnail?id=1aRu-W22YwBskd-6gkBkKhOLdJNfqzbZL,https://docs.google.com/thumbnail?id=1JbhKkqzK3sj2zjbrIrZ9Q8-KFuxqT3UD,,,,https://twelveoaks.ca/product/icelandic-sea/,23.5,,,40,China,Maple,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,American Oak Icy Mirage,6.82,6.6,,,https://docs.google.com/thumbnail?id=1fOQd8Hqwa0tDWsWBqGOQopn_17tTNT-B,https://docs.google.com/thumbnail?id=16ZE2dOm863OAU88JFgJHY7Cyn6Fbwvgu,,,,https://twelveoaks.ca/product/icy-mirage/,23.5,,,40,China,American Oak,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,American Oak Midnight Sun,6.82,6.6,,,https://docs.google.com/thumbnail?id=1Q6oGIPMpVPXbfB-Q3GwXF4irzy0HR6Ts,https://docs.google.com/thumbnail?id=1KzLVdb6OP1Q7JsYwnqXTpe_PGlvaBTSJ,,,,https://twelveoaks.ca/product/midnight-sun/,23.5,,,40,China,American Oak,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,Hickory Nordic Summer,6.82,6.6,,,https://docs.google.com/thumbnail?id=1HyhXDjBruC_as9n-ARJDqOPpcAu33lQy,https://docs.google.com/thumbnail?id=1dJgIyPurTNxBGnj1KhLTuC-DK0OWokgz,,,,https://twelveoaks.ca/product/nordic-summer/,23.5,,,40,China,Hickory,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,Eastern Canada,Engineered Hardwood,12 Oaks,,Scandinavian Living,American Oak Polar Oak,6.82,6.6,,,https://docs.google.com/thumbnail?id=1EQWta00IICZpuUYo3eXBwfwtVVLHxCw0,https://docs.google.com/thumbnail?id=1cZ5pkZ47ySr63CP_PfjZMNvGpw6lvrHc,,,,https://twelveoaks.ca/product/polar-oak/,23.5,,,40,China,American Oak,T&G,,,,,,,," 75"" R.L","3/4""","7"" - 7 1/2""",,,Light Natural,,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1KqQqhKqJ-8_yMb8Dv7KsY5t8xoezvKcc,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=1N4T6HIvDVUNL1vo1mOsnLJtpHDOUEy95,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,12 Oaks,,Wishbone,White Oak Joyous Ride,5.89,5.59,,,https://docs.google.com/thumbnail?id=14_uT9SdfEsSr_fDNQB5ykmLPm-Iur4WR,https://docs.google.com/thumbnail?id=1yLBLUVeJo67ol8lvCRqYwTwqkGLTAuz5,,,,https://twelveoaks.ca/product/white-oak-joyous-ride/,28,,,32,China,White Oak,T&G,,,,,,,," 23-3/4""","1/2""","4 3/4""",,,Light Grey,Medium,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1pDtUjA6xcgrAIKyHTGcDb0ynycMMie-q,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=12kMl3DfRxjWoVTaP-ypqdzh2r6Jkguii,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,12 Oaks,,Wishbone,White Oak Lucid Dream,5.89,5.59,,,https://docs.google.com/thumbnail?id=1kQn6c2wQf6fuA_DMZ20iMyFqfvmIH5H5,https://docs.google.com/thumbnail?id=1RXCtyDSOvqztR_4x437oDqbcx2IwX1bM,,,,https://twelveoaks.ca/product/white-oak-lucid-dream/,28,,,32,China,White Oak,T&G,,,,,,,," 23-3/4""","1/2""","4 3/4""",,,Medium Brown,Low,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1pDtUjA6xcgrAIKyHTGcDb0ynycMMie-q,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=12kMl3DfRxjWoVTaP-ypqdzh2r6Jkguii,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,12 Oaks,,Wishbone,White Oak Silent Contemplation,5.89,5.59,,,https://docs.google.com/thumbnail?id=1DPC80xtOR0xYDVoVQq0nc30jD7yQMGWN,https://docs.google.com/thumbnail?id=1a2qstjF8qEcqblbcDk8ljY2MRuG5fBDL,,,,https://twelveoaks.ca/product/white-oak-silent-contemplation/,28,,,32,China,White Oak,T&G,,,,,,,," 23-3/4""","1/2""","4 3/4""",,,Dark Brown,Medium,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1pDtUjA6xcgrAIKyHTGcDb0ynycMMie-q,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=12kMl3DfRxjWoVTaP-ypqdzh2r6Jkguii,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,twelveoaks.ca,"Eastern Canada,US",Engineered Hardwood,12 Oaks,,Wishbone,White Oak True Desire,5.89,5.59,,,https://docs.google.com/thumbnail?id=11FJzsSHS18YyNod-uVaHh8VNfwwI7C5m,https://docs.google.com/thumbnail?id=1903RRm34WikOyy5DGFyziDKCx6lH5Wpv,https://docs.google.com/thumbnail?id=1rc2x28gAPqNdnxLfd1DwjkXm7yjLp0RO,,,https://twelveoaks.ca/product/white-oak-true-desire/,28,,,32,China,White Oak,T&G,,,,,,,," 23-3/4""","1/2""","4 3/4""",,,Light Natural,Medium,,18-27°C (65-80°F),35%-55%,Micro V-Beveled Edge,"Glue Down, Nail Down",,,,,,https://drive.google.com/uc?export=download&id=1b3Mktqj5-q-btCxzkiPPk6OMCtpblAGq,https://drive.google.com/uc?export=download&id=1pDtUjA6xcgrAIKyHTGcDb0ynycMMie-q,,https://drive.google.com/uc?export=download&id=1P9TJZY13v3prow6zMSfTSdC83XhAmM0E,,,,https://drive.google.com/uc?export=download&id=12kMl3DfRxjWoVTaP-ypqdzh2r6Jkguii,https://drive.google.com/uc?export=download&id=15eRTCAQI_mGRhCrjGj9g8sH19LG6eMBg,,,,,,,,,,,,,,,,,,,,,,
1,elegantbm.ca,,Engineered Hardwood Collection,Elegant Floors,,Canada Click Collection,British Columbia,5.49,5.29,,,https://docs.google.com/thumbnail?id=1JB757idN90QXbr7LvasKurcwhdtrmiER,,,,,https://elegantbm.ca/product/british-columbia/,24.87,,"Qty. / box: 6"" width = 24.87 sft. & 7"" width = 23.32 sft- Random Lengths (23"" - 75"") - Min. 33% FULL-LENGTH BOARDS",60,China,White Oak,Click,,Drop Lock Click,,,,,," R.L. (23"" - 75"")","1/2""","6"" & 7.5""",3mm,,,,,,,,Floating Click Install,,,,,,https://drive.google.com/uc?export=download&id=1tk1i16WiHQw4r8pRZL4gRTX9V95MUrY3,https://drive.google.com/uc?export=download&id=1EG47AoqvVYziW2ebdA2O9F91Rt4Z-rGW,,https://drive.google.com/uc?export=download&id=1D1tCKBoO4wtCV6EKkT8ER4UaDHcs42vZ,,,,,,,,,,Multilayer Eucalyptus & Poplar Plywood,"Wire Brushed, Smoked",9 ply polyurethane coating with Aluminum Oxide Finish,"05 Years Light Commercial, 25 Years Limited Residential",Approved,"NOA(Quality Management System Certificate), FSC, EPH,CAB?",,,,,,,,,,,,
1,elegantbm.ca,,Engineered Hardwood Collection,Elegant Floors,,Canada Click Collection,New Brunswick,5.49,5.29,,,https://docs.google.com/thumbnail?id=1DMjrUyXlPBu5pkQu4eGDsH52UZmJy6zI,,,,,https://elegantbm.ca/product/new-brunswick/,23.32,,"Qty. / box: 6"" width = 24.87 sft. & 7"" width = 23.32 sft- Random Lengths (23"" - 75"") - Min. 33% FULL-LENGTH BOARDS",65,China,White Oak,Click,,Drop Lock Click,,,,,," R.L. (23"" - 75"")","1/2""","6"" & 7.5""",3mm,,,,,,,,Floating Click Install,,,,,,https://drive.google.com/uc?export=download&id=1tk1i16WiHQw4r8pRZL4gRTX9V95MUrY3,https://drive.google.com/uc?export=download&id=1EG47AoqvVYziW2ebdA2O9F91Rt4Z-rGW,,https://drive.google.com/uc?export=download&id=1D1tCKBoO4wtCV6EKkT8ER4UaDHcs42vZ,,,,,,,,,,Multilayer Eucalyptus & Poplar Plywood,"Wire Brushed, Smoked",9 ply polyurethane coating with Aluminum Oxide Finish,"05 Years Light Commercial, 25 Years Limited Residential",Approved,"NOA(Quality Management System Certificate), FSC, EPH,CAB?",,,,,,,,,,,,
1,elegantbm.ca,,Engineered Hardwood Collection,Elegant Floors,,Canada Click Collection,Nova Scotia,5.49,5.29,,,https://docs.google.com/thumbnail?id=1X2t1sx1RRLik5MxTMJcXI-AcSo1ile3L,,,,,https://elegantbm.ca/product/nova-scotia/,23.32,,"Qty. / box: 6"" width = 24.87 sft. & 7"" width = 23.32 sft- Random Lengths (23"" - 75"") - Min. 33% FULL-LENGTH BOARDS",65,China,Hickory,Click,,Drop Lock Click,,,,,," R.L. (23"" - 75"")","1/2""","6"" & 7.5""",3mm,,,,,,,,Floating Click Install,,,,,,https://drive.google.com/uc?export=download&id=1tk1i16WiHQw4r8pRZL4gRTX9V95MUrY3,https://drive.google.com/uc?export=download&id=1EG47AoqvVYziW2ebdA2O9F91Rt4Z-rGW,,https://drive.google.com/uc?export=download&id=1D1tCKBoO4wtCV6EKkT8ER4UaDHcs42vZ,,,,,,,,,,Multilayer Eucalyptus & Poplar Plywood,"Wire Brushed, Smoked",9 ply polyurethane coating with Aluminum Oxide Finish,"05 Years Light Commercial, 25 Years Limited Residential",Approved,"NOA(Quality Management System Certificate), FSC, EPH,CAB?",,,,,,,,,,,,
1,elegantbm.ca,,Engineered Hardwood Collection,Elegant Floors,,Canada Click Collection,Ontario,5.49,5.29,,,https://docs.google.com/thumbnail?id=1VX8e9nPu8pFJDCDTU0Id-HXF_I0KKLoa,,,,,https://elegantbm.ca/product/ontario/,23.32,,"Qty. / box: 6"" width = 24.87 sft. & 7"" width = 23.32 sft- Random Lengths (23"" - 75"") - Min. 33% FULL-LENGTH BOARDS",65,China,Hickory,Click,,Drop Lock Click,,,,,," R.L. (23"" - 75"")","1/2""","6"" & 7.5""",3mm,,,,,,,,Floating Click Install,,,,,,https://drive.google.com/uc?export=download&id=1tk1i16WiHQw4r8pRZL4gRTX9V95MUrY3,https://drive.google.com/uc?export=download&id=1EG47AoqvVYziW2ebdA2O9F91Rt4Z-rGW,,https://drive.google.com/uc?export=download&id=1D1tCKBoO4wtCV6EKkT8ER4UaDHcs42vZ,,,,,,,,,,Multilayer Eucalyptus & Poplar Plywood,"Wire Brushed, Smoked",9 ply polyurethane coating with Aluminum Oxide Finish,"05 Years Light Commercial, 25 Years Limited Residential",Approved,"NOA(Quality Management System Certificate), FSC, EPH,CAB?",,,,,,,,,,,,
0,twelveoaks.ca,Western Canada,Laminate,,,Azure,Apricot Freeze,,,,,https://docs.google.com/thumbnail?id=1QJKA9jPP-MV0PtQqWajHpLbEMjmCyjkq,https://docs.google.com/thumbnail?id=1KFi3vY82iJYSfjeQv0FLzw10yY5yS72A,,,,https://twelveoaks.ca/product/apricot-freeze/,15.4,,,,,,,,,,,,,," 47-7/8""","1/2"""," 7-3/4"" ",,,Light Natural,Low,,18-27°C (65-80°F),35%-55%,Painted V-Bevel,Floating,,,,,,https://drive.google.com/uc?export=download&id=1G4Aorg09_5lqVSrKJzmTpHQ43nUjPTgv,https://drive.google.com/uc?export=download&id=1ITNYO1Ba02isGbgEndbnVCf_XztJp9vi,,https://drive.google.com/uc?export=download&id=1qvLQEOElEAJA-XnaxOtnYZ853V2J4ZrL,,,,https://drive.google.com/uc?export=download&id=1Yu0MdJA74NB6AMRF9Qe1vSxR2ZFNTslS,https://drive.google.com/uc?export=download&id=1VJnawab2JrDdGvlBtQ00TL8Q9FtGHyV5,,,,,,,,,,,,,,,,,,,,,,
